edad,sexo,ciudad,segmento_cliente,canal_adquisicion,cliente_premium,usa_cupon,dispositivo,visitas_sitio_mes,paginas_vistas,tiempo_promedio_sitio_min,compras_previas,dias_desde_ultima_compra,score_fidelizacion,carrito_abandonado_pct,monto_promedio_compra
70.0,Hombre,La Serena,Oro,Orgánico,Sí,No,Desktop,45,25,14.13,11,19,100.0,22.16,108480.51
24.0,Mujer,Valparaíso,Plata,Email,Sí,Sí,Mobile,32,21,11.22,9,23,90.0,24.55,63873.49
35.0,Hombre,La Serena,Oro,Email,Sí,No,Mobile,36,22,14.42,7,20,98.0,28.07,75982.89
26.0,Hombre,Concepción,Plata,Google Ads,No,No,Mobile,28,25,6.73,8,24,90.0,26.97,49922.33
32.0,Mujer,Valparaíso,Bronce,Referido,No,Sí,Desktop,27,19,9.51,6,31,74.0,28.68,67279.48
52.0,Mujer,Valparaíso,Plata,Instagram,Sí,No,Desktop,36,24,16.08,5,22,80.0,52.27,98095.59
69.0,Mujer,Rancagua,Bronce,Google Ads,No,Sí,Desktop,7,11,10.24,6,41,85.0,25.24,47557.35
51.0,Hombre,Valparaíso,Bronce,Referido,No,No,Mobile,22,1,6.04,3,62,48.0,21.73,19258.99
55.0,Hombre,Rancagua,Premium,Google Ads,Sí,No,Desktop,51,24,15.1,11,0,100.0,29.49,116384.65
18.0,Mujer,Valparaíso,Plata,Orgánico,No,Sí,Mobile,16,1,3.49,1,52,39.0,44.88,23091.25
70.0,Hombre,Valparaíso,Bronce,Email,Sí,Sí,Desktop,22,24,9.09,1,41,45.0,44.58,45384.02
60.0,Mujer,La Serena,Bronce,Referido,Sí,Sí,Tablet,21,11,7.77,4,53,82.0,42.04,42917.49
52.0,Otro,La Serena,Bronce,Referido,No,No,Desktop,6,7,7.49,5,40,92.0,22.76,36153.26
54.0,Mujer,Antofagasta,Plata,Orgánico,No,Sí,Mobile,23,6,5.31,7,63,,44.54,43442.27
42.0,Mujer,Santiago,Plata,Google Ads,Sí,No,Desktop,34,22,14.6,6,0,86.0,22.04,89814.76
22.0,Mujer,La Serena,Oro,Orgánico,No,Sí,Mobile,18,15,10.03,3,71,60.0,41.21,15000.38
70.0,Mujer,Santiago,Bronce,Orgánico,No,No,Mobile,22,7,8.05,7,76,62.0,42.5,30707.63
21.0,Mujer,Puerto Montt,Bronce,Email,No,No,Mobile,28,26,10.56,2,70,41.0,44.1,45549.46
55.0,Hombre,Puerto Montt,Plata,Referido,No,Sí,Desktop,26,13,3.77,7,64,83.0,41.96,50161.7
45.0,Mujer,Concepción,Premium,Google Ads,Sí,Sí,Tablet,51,35,19.44,8,13,100.0,10.59,150165.59
54.0,Hombre,Rancagua,Bronce,Google Ads,No,No,Mobile,40,30,18.58,6,93,63.0,21.64,94703.4
43.0,Hombre,Puerto Montt,Bronce,Orgánico,No,No,Mobile,20,19,11.14,5,30,,38.37,31882.32
62.0,Hombre,Santiago,Oro,Orgánico,No,Sí,Tablet,25,12,7.91,7,0,94.0,28.73,78058.0
69.0,Mujer,Rancagua,Premium,Google Ads,No,Sí,Mobile,39,22,7.19,4,29,86.0,38.41,75813.01
58.0,Mujer,Valparaíso,Oro,Email,Sí,Sí,Mobile,35,31,14.59,7,26,90.0,25.09,83269.03
34.0,Hombre,Valparaíso,Bronce,Instagram,Sí,No,Mobile,16,1,4.71,3,94,72.0,31.11,56800.88
44.0,Hombre,La Serena,Premium,Instagram,Sí,No,Desktop,44,24,15.92,10,19,,34.1,82734.91
56.0,Hombre,Rancagua,Premium,Referido,No,No,Tablet,27,13,6.04,8,31,100.0,24.94,53540.21
70.0,Hombre,Antofagasta,Plata,Referido,No,Sí,Mobile,20,14,11.44,4,48,65.0,35.89,51541.84
67.0,Mujer,Santiago,Plata,Instagram,No,No,Desktop,24,13,11.42,7,62,68.0,44.29,23743.85
31.0,Mujer,Rancagua,Plata,Orgánico,No,No,Mobile,22,14,5.48,2,83,66.0,30.61,42037.75
39.0,Hombre,Valparaíso,Oro,Orgánico,No,Sí,Desktop,42,18,11.64,8,22,86.0,34.34,100943.28
57.0,Mujer,Rancagua,Premium,Referido,No,Sí,Desktop,35,16,11.96,3,74,76.0,27.05,53553.24
29.0,Mujer,Rancagua,Bronce,Instagram,No,Sí,Tablet,8,14,2.43,9,23,75.0,14.71,43246.12
68.0,Hombre,Santiago,Plata,Instagram,No,Sí,Desktop,26,14,8.26,4,92,63.0,15.83,36177.4
19.0,Hombre,Puerto Montt,Premium,Referido,No,No,Mobile,37,23,13.98,6,13,79.0,49.26,97789.49
46.0,Mujer,La Serena,Premium,Google Ads,Sí,Sí,Tablet,90,38,11.27,2,33,88.0,48.38,171057.08
45.0,Mujer,Rancagua,Premium,Orgánico,No,No,Mobile,25,7,11.44,4,23,92.0,28.57,39471.27
21.0,Mujer,Rancagua,Bronce,Google Ads,Sí,No,Mobile,24,12,12.79,9,16,66.0,18.26,76919.66
37.0,Hombre,Antofagasta,Bronce,Email,No,Sí,Mobile,7,12,8.63,6,50,74.0,33.43,22835.21
41.0,Mujer,Rancagua,Bronce,Instagram,No,No,Mobile,14,9,8.59,4,72,49.0,27.93,53423.63
60.0,Hombre,Rancagua,Plata,Orgánico,No,No,Mobile,23,23,18.78,8,27,83.0,37.71,58331.84
57.0,Mujer,Temuco,Bronce,Google Ads,No,No,Mobile,12,13,6.01,1,78,32.0,11.4,25300.72
20.0,Hombre,Antofagasta,Bronce,Orgánico,No,No,Mobile,20,10,5.75,7,56,67.0,39.85,39102.14
52.0,Hombre,Concepción,Oro,Instagram,No,No,Mobile,34,23,7.23,4,54,79.0,20.52,35251.02
64.0,Otro,Rancagua,Bronce,Google Ads,Sí,Sí,Desktop,25,18,8.76,7,0,100.0,18.38,55428.77
32.0,Mujer,Concepción,Premium,Google Ads,No,No,Mobile,32,18,7.07,9,6,100.0,18.11,90700.44
31.0,Mujer,Puerto Montt,Oro,Instagram,Sí,Sí,Mobile,36,24,5.06,7,36,100.0,37.75,70753.62
40.0,Hombre,Rancagua,Bronce,Instagram,No,No,Mobile,18,24,9.18,3,82,51.0,35.95,21393.82
61.0,Mujer,Puerto Montt,Plata,Email,No,Sí,Desktop,30,18,8.61,8,37,98.0,16.01,64633.76
39.0,Mujer,Valparaíso,Oro,Instagram,No,No,Mobile,33,11,10.92,11,33,95.0,32.59,60955.71
27.0,Mujer,Temuco,Bronce,Google Ads,No,Sí,Mobile,25,14,6.63,5,38,93.0,14.95,45959.22
63.0,Mujer,Santiago,Bronce,Email,Sí,No,Desktop,32,28,11.55,10,0,100.0,12.45,72839.14
62.0,Hombre,Antofagasta,Premium,Referido,Sí,Sí,Desktop,45,29,9.6,8,4,85.0,43.12,91182.81
68.0,Mujer,Valparaíso,Oro,Email,No,Sí,Mobile,32,14,6.75,10,38,82.0,38.03,63408.46
30.0,Hombre,Santiago,Plata,Referido,No,No,Tablet,20,14,11.85,8,53,,33.45,52851.61
27.0,Hombre,Santiago,Oro,Orgánico,Sí,No,Desktop,49,27,17.62,12,9,100.0,34.15,126623.45
51.0,Otro,Puerto Montt,Oro,Referido,No,Sí,Desktop,34,24,11.45,7,42,88.0,39.48,57323.52
64.0,Hombre,La Serena,Bronce,Google Ads,No,Sí,Mobile,20,7,5.53,4,51,54.0,45.42,72300.44
22.0,Hombre,Concepción,Bronce,Orgánico,No,Sí,Mobile,17,12,10.55,8,29,74.0,35.46,42464.64
57.0,Hombre,Temuco,Oro,Referido,Sí,No,Desktop,36,33,16.45,9,0,100.0,31.13,79688.03
65.0,Mujer,Santiago,Plata,Email,No,Sí,Desktop,26,16,7.02,7,52,68.0,23.99,49389.25
69.0,Hombre,Valparaíso,Bronce,Referido,Sí,Sí,Mobile,23,8,14.15,7,37,59.0,45.89,66715.02
68.0,Hombre,Santiago,Plata,Email,No,No,Mobile,25,17,13.07,9,19,89.0,44.15,64579.99
64.0,Hombre,Santiago,Bronce,Email,No,No,Mobile,14,13,8.49,8,0,100.0,28.9,62712.26
18.0,Mujer,Antofagasta,Bronce,Instagram,Sí,Sí,Desktop,24,24,17.23,10,5,94.0,20.35,81046.05
68.0,Mujer,Concepción,Premium,Google Ads,No,No,Mobile,36,24,11.9,8,34,100.0,45.51,86274.21
59.0,Hombre,Rancagua,Oro,Orgánico,No,No,Desktop,45,31,11.45,7,64,87.0,35.87,74619.77
39.0,Hombre,Puerto Montt,Bronce,Google Ads,No,No,Mobile,28,15,8.78,4,52,65.0,18.52,65467.62
29.0,Mujer,Santiago,Bronce,Orgánico,No,No,Mobile,5,7,4.41,4,55,73.0,6.94,40058.95
56.0,Mujer,Concepción,Plata,Email,Sí,No,Mobile,33,4,11.3,9,41,100.0,42.96,61972.5
53.0,Mujer,La Serena,Oro,Email,No,No,Mobile,25,22,11.23,6,33,88.0,42.75,50293.4
39.0,Mujer,Rancagua,Bronce,Email,No,Sí,Tablet,19,15,5.4,5,39,75.0,22.41,34488.74
43.0,Hombre,La Serena,Premium,Instagram,No,No,Mobile,21,15,8.94,4,50,66.0,27.84,44392.82
48.0,Mujer,Valparaíso,Plata,Referido,No,No,Mobile,18,12,4.72,5,68,77.0,38.74,42111.79
37.0,Mujer,Puerto Montt,Plata,Orgánico,Sí,Sí,Mobile,34,28,9.43,6,44,89.0,33.51,86480.32
,Mujer,Concepción,Plata,Referido,No,Sí,Mobile,21,16,9.76,3,58,73.0,54.01,40233.77
29.0,Hombre,La Serena,Bronce,Orgánico,No,Sí,Mobile,5,1,7.66,2,53,58.0,31.9,25275.99
69.0,Mujer,Rancagua,Plata,Referido,Sí,No,Desktop,36,25,16.59,8,36,100.0,35.73,73674.39
53.0,Hombre,Santiago,Bronce,Orgánico,No,Sí,Mobile,13,18,6.87,2,56,46.0,44.2,33676.85
49.0,Mujer,La Serena,Plata,Orgánico,No,Sí,Mobile,19,19,6.76,4,53,88.0,43.19,49155.88
55.0,Hombre,Santiago,Bronce,Instagram,No,No,Desktop,19,8,8.19,0,111,25.0,46.76,19750.73
62.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Desktop,15,12,8.51,4,112,66.0,40.41,25476.73
19.0,Mujer,La Serena,Bronce,Referido,No,Sí,Desktop,24,12,9.27,4,58,79.0,23.38,40692.24
21.0,Mujer,Valparaíso,Oro,Email,No,No,Tablet,35,13,6.84,4,58,70.0,40.2,57375.61
41.0,Hombre,Antofagasta,Oro,Referido,No,No,Tablet,28,28,14.53,6,10,86.0,51.96,89651.96
59.0,Hombre,Santiago,Bronce,Referido,Sí,Sí,Desktop,28,15,15.77,10,25,100.0,39.14,97397.9
28.0,Mujer,Valparaíso,Premium,Orgánico,Sí,No,Mobile,34,24,13.62,7,3,92.0,39.16,87522.05
49.0,Mujer,Valparaíso,Oro,Email,No,Sí,Mobile,28,19,15.11,11,18,100.0,26.37,71098.56
39.0,Mujer,Valparaíso,Plata,Google Ads,No,No,Mobile,13,7,5.24,7,18,83.0,40.55,40252.85
22.0,Mujer,Concepción,Bronce,Google Ads,Sí,No,Desktop,19,14,8.48,9,16,85.0,12.6,62206.88
46.0,Hombre,Antofagasta,Bronce,Google Ads,No,Sí,Mobile,31,12,8.61,4,55,68.0,44.43,47714.52
50.0,Mujer,Antofagasta,Premium,Referido,No,No,Mobile,25,18,13.31,6,45,84.0,29.16,42948.08
18.0,Mujer,La Serena,Oro,Orgánico,No,Sí,Mobile,26,1,7.1,8,44,92.0,44.8,54658.95
23.0,Hombre,Rancagua,Oro,Instagram,No,No,Mobile,32,26,7.35,7,15,78.0,39.59,70897.73
26.0,Mujer,Temuco,Premium,Instagram,No,No,Mobile,38,27,13.27,13,0,100.0,30.6,91795.72
70.0,Mujer,Antofagasta,Bronce,Referido,Sí,No,Desktop,30,18,10.99,9,28,90.0,37.94,55803.67
35.0,Mujer,Puerto Montt,Oro,Email,No,Sí,Desktop,25,17,5.76,7,62,73.0,21.91,45263.19
27.0,Hombre,Temuco,Plata,Instagram,No,No,Mobile,32,21,16.35,5,50,70.0,57.67,78300.81
54.0,Mujer,Santiago,Plata,Instagram,No,Sí,Desktop,16,10,6.9,6,55,73.0,38.39,42671.96
34.0,Mujer,Rancagua,Bronce,Referido,No,No,Mobile,17,11,8.58,7,44,84.0,17.05,44846.72
50.0,Mujer,Concepción,Premium,Email,No,Sí,Mobile,45,37,12.61,7,73,92.0,39.1,86103.96
48.0,Mujer,Concepción,Bronce,Orgánico,No,No,Mobile,20,38,15.34,4,58,44.0,52.26,22593.58
35.0,Hombre,La Serena,Bronce,Orgánico,No,No,Tablet,18,8,4.7,4,63,50.0,35.58,19734.98
39.0,Hombre,Concepción,Oro,Email,No,Sí,Mobile,40,27,12.16,8,37,65.0,40.52,88848.08
61.0,Mujer,Concepción,Plata,Email,No,Sí,Desktop,26,13,6.27,6,45,74.0,30.72,61073.48
28.0,Mujer,Valparaíso,Oro,Email,Sí,No,Mobile,32,16,11.15,8,43,100.0,42.11,65072.98
68.0,Otro,Santiago,Bronce,Google Ads,Sí,No,Mobile,33,18,4.95,9,0,100.0,31.55,88365.63
35.0,Hombre,Puerto Montt,Bronce,Orgánico,No,No,Desktop,21,16,10.4,0,85,42.0,33.32,28552.54
35.0,Mujer,Concepción,Bronce,Email,No,No,Desktop,17,24,12.32,1,62,60.0,20.96,41832.28
47.0,Mujer,Valparaíso,Oro,Referido,No,Sí,Mobile,29,17,9.49,8,58,79.0,29.26,82005.86
47.0,Mujer,Rancagua,Plata,Instagram,No,No,Mobile,19,11,8.22,3,59,64.0,35.64,43069.21
36.0,Mujer,Santiago,Plata,Instagram,No,Sí,Mobile,17,4,4.64,2,58,61.0,35.64,13208.64
26.0,Mujer,Santiago,Premium,Instagram,No,No,Mobile,34,16,11.03,2,68,65.0,33.07,72267.62
64.0,Hombre,Puerto Montt,Bronce,Google Ads,No,No,Mobile,15,19,13.62,2,56,59.0,46.03,44884.72
58.0,Hombre,La Serena,Oro,Email,Sí,No,Mobile,40,17,13.85,8,26,100.0,27.3,74049.49
20.0,Hombre,Concepción,Plata,Orgánico,No,No,Desktop,18,9,7.84,0,99,62.0,30.89,45770.35
70.0,Mujer,Concepción,Premium,Referido,No,No,Mobile,33,14,7.31,6,60,74.0,25.75,61082.67
25.0,Mujer,Concepción,Oro,Orgánico,No,No,Mobile,33,27,17.95,8,32,76.0,13.71,73919.74
57.0,Hombre,Antofagasta,Oro,Email,No,No,Desktop,42,17,11.95,6,55,67.0,17.19,73105.23
70.0,Hombre,Concepción,Premium,Google Ads,No,No,Mobile,23,17,11.15,5,39,85.0,44.83,44224.99
19.0,Hombre,Antofagasta,Oro,Instagram,No,No,Mobile,34,24,11.22,10,20,100.0,23.58,98085.19
42.0,Mujer,Valparaíso,Plata,Referido,No,Sí,Mobile,25,16,7.05,7,49,77.0,32.9,68945.29
23.0,Mujer,La Serena,Plata,Orgánico,No,No,Desktop,31,22,3.61,8,49,76.0,38.11,43487.47
56.0,Mujer,Valparaíso,Bronce,Orgánico,Sí,No,Mobile,18,20,9.44,4,41,65.0,48.9,49382.44
32.0,Mujer,Temuco,Oro,Instagram,No,Sí,Mobile,35,8,6.07,7,22,86.0,32.32,81189.58
70.0,Hombre,Rancagua,Bronce,Orgánico,No,No,Desktop,21,9,7.94,2,68,54.0,32.37,55349.6
51.0,Mujer,Concepción,Oro,Instagram,No,No,Mobile,22,26,10.09,5,50,77.0,44.68,46927.94
58.0,Mujer,Puerto Montt,Bronce,Orgánico,No,Sí,Desktop,17,17,8.81,7,40,80.0,34.41,54662.69
67.0,Mujer,Puerto Montt,Bronce,Instagram,Sí,No,Desktop,22,13,10.39,6,43,99.0,14.89,42595.52
59.0,Hombre,Santiago,Plata,Orgánico,No,No,Mobile,14,13,3.39,2,92,55.0,29.69,41894.98
24.0,Mujer,Concepción,Plata,Google Ads,No,No,Mobile,26,20,10.18,8,47,76.0,39.43,65490.1
31.0,Hombre,Valparaíso,Plata,Orgánico,No,No,Mobile,29,18,6.83,7,63,63.0,50.18,35670.29
55.0,Mujer,Puerto Montt,Plata,Google Ads,No,No,Tablet,31,20,9.57,6,43,71.0,29.1,98159.67
42.0,Hombre,Valparaíso,Premium,Instagram,No,No,Desktop,40,24,8.28,12,52,100.0,34.5,75230.04
68.0,Hombre,Rancagua,Bronce,Google Ads,Sí,No,Desktop,23,23,7.8,4,25,67.0,39.82,86101.91
58.0,Hombre,Antofagasta,Plata,Email,No,Sí,Tablet,16,20,10.71,8,35,92.0,28.52,67941.74
52.0,Hombre,La Serena,Bronce,Instagram,No,Sí,Desktop,23,23,12.06,8,51,90.0,26.2,47154.54
41.0,Mujer,Valparaíso,Bronce,Instagram,No,No,Tablet,22,15,12.97,4,80,47.0,48.12,33629.1
55.0,Mujer,Santiago,Plata,Orgánico,No,Sí,Mobile,26,18,12.64,4,56,60.0,35.75,49129.69
53.0,Hombre,Valparaíso,Oro,Orgánico,No,Sí,Mobile,31,22,10.99,7,59,75.0,22.11,80400.4
35.0,Mujer,Temuco,Oro,Orgánico,No,No,Tablet,32,16,11.98,10,0,99.0,23.43,89027.51
45.0,Hombre,Temuco,Plata,Orgánico,No,No,Desktop,30,22,7.07,7,45,85.0,50.25,54506.16
62.0,Mujer,Temuco,Plata,Orgánico,No,No,Mobile,26,21,9.73,6,80,77.0,31.92,40207.74
70.0,Mujer,Antofagasta,Plata,Referido,No,Sí,Mobile,25,12,7.11,5,36,53.0,43.91,39010.26
66.0,Hombre,Puerto Montt,Plata,Google Ads,No,No,Mobile,27,24,19.04,13,10,100.0,24.26,58430.07
54.0,Hombre,Valparaíso,Plata,Referido,Sí,Sí,Mobile,36,27,11.0,10,44,100.0,34.11,82429.97
64.0,Mujer,Temuco,Oro,Google Ads,No,No,Mobile,30,16,8.4,7,15,94.0,55.81,74805.74
33.0,Hombre,La Serena,Bronce,Referido,No,Sí,Mobile,18,27,12.92,4,79,62.0,44.81,31441.79
22.0,Hombre,Puerto Montt,Plata,Google Ads,Sí,No,Mobile,36,31,15.44,8,27,79.0,29.61,76279.92
59.0,Hombre,Temuco,Plata,Instagram,No,No,Mobile,20,1,8.31,9,36,89.0,28.58,53082.01
27.0,Mujer,Concepción,Plata,Referido,No,No,Mobile,84,30,6.53,1,62,51.0,27.24,241244.29
41.0,Mujer,La Serena,Plata,Email,No,No,Desktop,29,13,14.94,9,51,93.0,25.49,58145.93
37.0,Hombre,Valparaíso,Bronce,Google Ads,No,No,Desktop,11,5,7.04,3,72,54.0,30.36,13928.94
67.0,Mujer,Concepción,Bronce,Email,Sí,Sí,Desktop,29,19,11.73,5,41,76.0,25.1,46463.6
42.0,Mujer,Concepción,Plata,Instagram,Sí,No,Desktop,36,16,8.66,10,13,100.0,16.96,69070.82
,Mujer,La Serena,Oro,Orgánico,No,No,Mobile,20,13,7.21,2,62,56.0,50.24,36050.61
68.0,Hombre,Puerto Montt,Bronce,Orgánico,Sí,Sí,Mobile,16,9,13.79,5,38,73.0,30.5,61131.88
53.0,Hombre,Rancagua,Bronce,Instagram,No,Sí,Mobile,23,22,9.36,7,46,69.0,36.03,54831.81
66.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Desktop,12,1,8.16,2,45,66.0,20.8,44231.38
55.0,Mujer,Antofagasta,Oro,Referido,No,No,Desktop,21,14,9.97,6,54,73.0,19.13,35048.29
27.0,Hombre,Valparaíso,Plata,Orgánico,No,Sí,Desktop,23,12,10.15,2,27,65.0,38.16,44100.63
56.0,Mujer,Rancagua,Bronce,Google Ads,No,No,Mobile,15,12,8.38,2,50,50.0,28.31,11252.91
50.0,Mujer,Rancagua,Bronce,Referido,No,Sí,Desktop,9,1,0.5,2,49,66.0,36.79,27098.49
63.0,Otro,Valparaíso,Oro,Orgánico,Sí,No,Mobile,30,20,17.6,10,25,100.0,35.36,48290.04
64.0,Hombre,Antofagasta,Premium,Google Ads,No,Sí,Mobile,34,11,8.04,9,8,95.0,33.82,49287.04
36.0,Mujer,La Serena,Plata,Instagram,Sí,No,Mobile,30,18,9.76,6,76,76.0,37.82,51537.75
21.0,Hombre,Puerto Montt,Bronce,Instagram,Sí,No,Mobile,17,18,10.8,9,18,93.0,31.32,63814.97
29.0,Hombre,Rancagua,Bronce,Google Ads,No,Sí,Desktop,29,20,9.09,4,37,79.0,16.22,68475.57
56.0,Mujer,Santiago,Plata,Instagram,No,No,Desktop,19,11,5.08,5,53,78.0,39.74,29647.46
59.0,Mujer,Antofagasta,Bronce,Instagram,No,Sí,Desktop,17,20,12.27,10,31,84.0,34.1,42504.68
67.0,Hombre,La Serena,Bronce,Orgánico,No,Sí,Mobile,22,13,2.92,4,57,71.0,23.66,40082.56
57.0,Hombre,Concepción,Premium,Google Ads,No,No,Tablet,25,12,10.74,7,25,97.0,29.49,58282.13
69.0,Hombre,Puerto Montt,Premium,Google Ads,No,No,Mobile,29,12,5.59,8,68,94.0,28.39,63227.74
47.0,Hombre,Concepción,Bronce,Email,No,No,Desktop,25,17,12.15,4,66,60.0,52.2,65477.9
27.0,Mujer,Valparaíso,Plata,Instagram,No,No,Mobile,28,18,10.62,7,36,88.0,26.11,57124.12
31.0,Mujer,Concepción,Oro,Referido,No,No,Tablet,14,5,6.61,4,73,69.0,32.87,35395.11
35.0,Hombre,Santiago,Bronce,Orgánico,No,No,Tablet,17,10,5.47,4,49,58.0,36.33,27378.7
42.0,Hombre,Puerto Montt,Bronce,Orgánico,No,Sí,Mobile,11,8,8.76,4,36,77.0,37.33,18897.42
27.0,Mujer,Valparaíso,Bronce,Instagram,Sí,No,Mobile,26,9,7.87,6,37,78.0,22.18,58988.44
34.0,Hombre,Valparaíso,Premium,Referido,No,No,Desktop,49,19,11.54,10,6,100.0,13.89,104989.76
44.0,Mujer,Puerto Montt,Premium,Google Ads,No,Sí,Mobile,23,11,9.19,1,33,49.0,34.27,62138.03
55.0,Hombre,Concepción,Premium,Instagram,No,Sí,Desktop,45,24,13.0,11,0,100.0,33.15,101845.4
33.0,Otro,Puerto Montt,Bronce,Instagram,No,No,Mobile,37,23,10.06,10,43,100.0,35.85,100524.13
60.0,Mujer,Rancagua,Plata,Referido,No,No,Mobile,17,10,10.3,8,9,84.0,14.87,51109.48
65.0,Hombre,Puerto Montt,Oro,Orgánico,Sí,Sí,Mobile,38,21,13.25,6,18,84.0,49.67,76462.53
65.0,Hombre,Santiago,Bronce,Instagram,No,No,Mobile,28,19,8.32,3,78,38.0,40.34,37745.88
64.0,Hombre,Valparaíso,Plata,Orgánico,Sí,No,Mobile,37,21,12.51,6,32,83.0,13.67,78937.51
63.0,Mujer,Concepción,Premium,Email,Sí,No,Mobile,37,25,14.57,11,0,100.0,13.98,104679.11
19.0,Hombre,Santiago,Plata,Google Ads,No,No,Desktop,28,17,9.84,10,71,98.0,21.98,60827.48
50.0,Mujer,Antofagasta,Bronce,Orgánico,No,No,Desktop,16,20,11.17,10,26,100.0,17.23,52190.44
23.0,Hombre,Concepción,Plata,Instagram,No,Sí,Tablet,29,32,8.61,10,3,96.0,25.67,78442.09
53.0,Mujer,Valparaíso,Bronce,Email,No,Sí,Desktop,15,16,11.19,7,21,96.0,26.54,51432.62
37.0,Hombre,Temuco,Plata,Referido,No,No,Mobile,32,8,,4,49,60.0,28.46,46504.13
30.0,Hombre,Antofagasta,Premium,Instagram,No,Sí,Mobile,38,27,10.99,8,20,100.0,27.49,88734.08
61.0,Hombre,La Serena,Oro,Referido,No,Sí,Mobile,38,26,13.59,9,7,56.0,42.33,64381.92
55.0,Mujer,Santiago,Bronce,Instagram,No,No,Mobile,14,7,11.72,7,63,96.0,22.71,52921.14
54.0,Hombre,Temuco,Bronce,Orgánico,No,No,Desktop,20,17,7.52,4,30,72.0,21.42,54936.85
27.0,Hombre,Temuco,Premium,Instagram,Sí,No,Mobile,46,31,16.62,11,0,100.0,29.72,107821.2
52.0,Hombre,Concepción,Bronce,Email,No,No,Mobile,6,1,8.3,4,63,65.0,42.92,53789.68
20.0,Hombre,Rancagua,Plata,Email,No,No,Desktop,29,16,10.44,5,23,86.0,28.55,67185.83
64.0,Hombre,Santiago,Bronce,Orgánico,Sí,No,Mobile,32,14,11.8,5,50,77.0,43.99,55807.55
28.0,Mujer,Puerto Montt,Bronce,Email,No,Sí,Desktop,16,13,12.26,9,46,100.0,36.95,58195.08
51.0,Mujer,La Serena,Plata,Google Ads,No,No,Tablet,26,22,11.06,8,0,87.0,19.05,62777.63
25.0,Hombre,Antofagasta,Oro,Orgánico,No,No,Mobile,28,19,9.49,6,21,83.0,38.63,64314.76
26.0,Hombre,Puerto Montt,Bronce,Google Ads,No,Sí,Mobile,16,6,11.17,4,73,55.0,31.57,40744.31
66.0,Hombre,La Serena,Bronce,Instagram,No,No,Mobile,8,9,1.64,5,19,70.0,20.64,25142.84
18.0,Mujer,La Serena,Bronce,Instagram,No,No,Mobile,15,14,13.3,3,53,67.0,29.32,32147.03
40.0,Hombre,Concepción,Bronce,Email,No,Sí,Desktop,21,15,7.34,5,30,72.0,28.91,31710.8
48.0,Hombre,Rancagua,Bronce,Orgánico,No,No,Mobile,9,3,6.58,0,96,65.0,43.16,15705.34
31.0,Mujer,Santiago,Premium,Email,No,No,Tablet,44,23,12.37,7,35,92.0,31.53,102713.5
64.0,Hombre,Valparaíso,Oro,Instagram,No,No,Desktop,18,14,6.68,4,34,70.0,36.23,36562.03
53.0,Mujer,Rancagua,Plata,Referido,No,No,Mobile,30,13,9.79,5,67,74.0,37.67,51896.83
43.0,Mujer,Temuco,Oro,Email,No,No,Desktop,28,16,10.0,2,65,63.0,20.1,54581.81
63.0,Mujer,La Serena,Premium,Email,Sí,No,Desktop,43,25,17.47,9,0,100.0,31.64,99191.42
43.0,Hombre,Puerto Montt,Plata,Instagram,No,No,Mobile,19,15,10.82,4,64,74.0,38.16,45945.95
47.0,Mujer,Valparaíso,Plata,Orgánico,No,No,Desktop,5,1,2.07,3,40,67.0,23.55,6065.61
66.0,Hombre,Puerto Montt,Bronce,Instagram,No,No,Mobile,20,13,5.85,1,114,45.0,38.24,23920.98
33.0,Mujer,Santiago,Bronce,Instagram,No,No,Desktop,16,9,9.75,3,64,39.0,34.2,27685.82
23.0,Mujer,Concepción,Oro,Instagram,No,No,Mobile,28,7,7.29,6,20,87.0,37.16,60010.88
51.0,Hombre,La Serena,Plata,Instagram,Sí,Sí,Desktop,30,23,13.47,11,27,85.0,14.39,68949.41
69.0,Hombre,Rancagua,Plata,Google Ads,Sí,Sí,Mobile,22,18,13.17,10,25,100.0,32.15,77957.8
53.0,Hombre,La Serena,Oro,Orgánico,No,Sí,Desktop,22,20,8.04,8,0,100.0,36.09,68635.27
44.0,Hombre,Puerto Montt,Bronce,Orgánico,No,Sí,Mobile,18,13,10.0,4,72,68.0,48.23,35647.21
,Hombre,La Serena,Bronce,Referido,No,No,Mobile,14,14,7.64,4,62,75.0,45.66,28297.56
21.0,Hombre,Valparaíso,Premium,Orgánico,No,Sí,Mobile,34,14,15.24,6,70,74.0,51.7,43164.83
44.0,Hombre,,Plata,Email,No,No,Mobile,28,24,11.37,4,91,64.0,23.26,53658.26
70.0,Mujer,Rancagua,Bronce,Email,No,No,Mobile,28,26,,4,57,45.0,33.19,35547.92
65.0,Hombre,Antofagasta,Plata,Referido,No,No,Mobile,42,27,12.47,7,83,65.0,36.05,73134.53
30.0,Mujer,Santiago,Oro,Orgánico,No,Sí,Mobile,25,19,11.46,10,33,91.0,19.28,48936.66
69.0,Hombre,Temuco,Bronce,Google Ads,No,Sí,Mobile,18,17,5.87,3,35,59.0,53.43,29007.08
45.0,Mujer,Antofagasta,Premium,Email,No,Sí,Desktop,35,20,9.58,6,17,70.0,47.86,70595.28
18.0,Mujer,Valparaíso,Plata,Instagram,Sí,No,Mobile,25,23,16.05,9,11,97.0,18.33,86044.93
